id,name,censor,duration,genre1,genre2,genre3,date,releasemonth,year,director 1,director 2,director 3,writers 1,writers 2,writers 3,stars 1,stars 2,stars 3,Country 1,Country 2,Country 3,Language 1,Language 2,Language 3,budget,opening weekend,country,date.1,month.1,year.1,gross,country.1,date.2,month.2,year.2,production company 1,production company 2,production company 3,sound 1,sound 2,sound 3,color,major wins,major nominations,minor wins,minor nominations,releasemonthnum
tt1571249,The Skeleton Twins,R,93,Comedy,Drama,nan,11,September,2014,Craig Johnson, , ,Craig Johnson, Mark Heyman, ,Kristen Wiig, Bill Hader, Luke Wilson ,USA, , ,English, , ,nan,380691,USA,12,September,2014,nan, , , , ,Duplass Brothers Productions, Venture Forth  , ,, , ,Color,,,,,9
tt2235108,Dear White People,R,108,Comedy,Drama,nan,4,December,2014,Justin Simien, , ,Justin Simien (screenplay), , ,Tyler James Williams, Tessa Thompson, Kyle Gallner ,USA, , ,English, , ,nan,347959,USA,17,October,2014,nan, , , , ,Code Red, Duly Noted, Homegrown Pictures  ,, , ,Color,,,,,12
tt3007512,The Water Diviner,R,111,Drama,War,nan,26,December,2014,Russell Crowe, , ,Andrew Knight, Andrew Anastasios, ,Russell Crowe, Olga Kurylenko, Jai Courtney ,Australia , USA , Turkey,English , Turkish , Greek ,22500000,1220335,USA,24,April,2015,4190530,USA,26,June,2015,Fear of God Films, Hopscotch Features, RatPac Entertainment  ,Dolby Digital, , ,,,,,,12
tt2908856,My Old Lady,PG-13,107,Comedy,Drama,Romance,21,November,2014,Israel Horovitz, , ,Israel Horovitz (written for the screen by), Israel Horovitz (play), ,Kevin Kline, Kristin Scott Thomas, Maggie Smith ,USA , UK , France,English, , ,5000000,124680,USA,12,September,2014,4011530,USA,9,January,2015,BBC Films, Cohen Media Group, Deux Chevaux Films  ,Dolby Digital, , ,,,,,,11
tt2473794,Mr. Turner,R,150,Biography,Drama,History,31,October,2014,Mike Leigh, , ,Mike Leigh, , ,Timothy Spall, Paul Jesson, Dorothy Atkinson ,UK , France , Germany,English, , ,£8200000,109000,USA,19,December,2014,3958500,USA,27,March,2015,Film4, Focus Features International (FFI), France 3 Cinéma  ,Dolby Digital, , ,,,4.0,19.0,55.0,10
tt2234003,Calvary,R,102,Crime,Drama,nan,11,April,2014,John Michael McDonagh, , ,John Michael McDonagh, , ,Brendan Gleeson, Chris O'Dowd, Kelly Reilly ,Ireland , UK, ,English, , ,nan,74149,USA,1,August,2014,nan, , , , ,Fox Searchlight Pictures, Bord Scannan na hEireann / Irish Film Board, BFI  ,, , ,Color,,,,,4
tt2870708,Wish I Was Here,R,106,Comedy,Drama,nan,25,July,2014,Zach Braff, , ,Adam J. Braff, Zach Braff, ,Zach Braff, Joey King, Pierce Gagnon ,USA, , ,English, , ,6000000,484401,USA,18,July,2014,3588432,USA,5,September,2014,Worldview Entertainment, Double Feature Films  , ,Dolby Digital, , ,,,,,,7
tt3612616,Mommy,R,139,Drama,nan,nan,8,October,2014,Xavier Dolan, , ,Xavier Dolan, , ,Anne Dorval, Antoine-Olivier Pilon, Suzanne Clément ,Canada, , ,French , English, ,nan,22204,USA,23,January,2015,nan, , , , ,Metafilms, Société de Développement des Entreprises Culturelles (SODEC), Sons of Manual  ,, , ,Color,,,,,10
tt3062976,Learning to Drive,R,90,Comedy,Drama,Romance,21,August,2015,Isabel Coixet, , ,Sarah Kernochan, , ,Patricia Clarkson, Ben Kingsley, Grace Gummer ,UK , USA, ,English, , ,nan,66015,USA,21,August,2015,nan, , , , ,Broad Green Pictures, Lavender Pictures, Core Pictures  ,, , ,,,,,,8
tt3416742,What We Do in the Shadows,R,86,Comedy,Fantasy,Horror,13,February,2015,Jemaine Clement, Taika Waititi, ,Jemaine Clement, Taika Waititi, ,Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer ,New Zealand , USA, ,English , German , Spanish,nan,128520,USA,20,February,2015,nan, , , , ,Unison Films, Defender Films, Funny or Die  ,, , ,,,,,,2
tt2771372,Veronica Mars,PG-13,107,Crime,Drama,Mystery,13,March,2014,Rob Thomas, , ,Rob Thomas (screenplay), Diane Ruggiero (screenplay) , ,Kristen Bell, Jason Dohring, Enrico Colantoni ,USA, , ,English, , ,6000000,1988351,USA,14,March,2014,3319109,USA,18,April,2014,Warner Bros. Digital Distribution, Spondoolie Productions, Rob Thomas Productions  ,SDDS , Datasat , Dolby Digital,,,,,,3
tt2752688,Rosewater,R,103,Biography,Drama,nan,27,November,2014,Jon Stewart, , ,Jon Stewart (screenplay), Maziar Bahari (book) , ,Gael García Bernal, Kim Bodnia, Dimitri Leonidas ,USA, , ,English, , ,5000000,567038,USA,21,November,2014,3093491,USA,19,December,2014,Busboy Productions, International Traders, OddLot Entertainment  ,Dolby Digital, , ,,,,,,11
tt2910274,Obvious Child,R,84,Comedy,Drama,nan,29,August,2014,Gillian Robespierre, , ,Gillian Robespierre (screenplay), Karen Maine (story) , ,Jenny Slate, Jake Lacy, Gaby Hoffmann ,USA, , ,English, , ,nan,77315,USA,6,June,2014,nan, , , , ,Rooks Nest Entertainment, Sundial Pictures, Votiv Films  ,, , ,Color,,,,,8
tt3011894,Wild Tales,nan, ,nan,nan,nan,,,,Damián Szifrón (as Damián Szifron), , ,Damián Szifrón (as Damián Szifron), , ,Darío Grandinetti, María Marull, Mónica Villa ,Argentina , Spain, ,Spanish, , ,3300000,85100,USA,20,February,2015,3079012,USA,26,June,2015,Corner Producciones, El Deseo, Instituto Nacional de Cine y Artes Audiovisuales (INCAA)  ,Dolby Surround 7.1, , ,,,1.0,43.0,52.0,nan
tt1726592,Before I Go to Sleep,R,92,Drama,Mystery,Thriller,31,October,2014,Rowan Joffe, , ,Rowan Joffe, S.J. Watson (based on the novel by), ,Nicole Kidman, Colin Firth, Mark Strong ,UK , USA , France ,English, , ,nan,1843347,USA,31,October,2014,nan, , , , ,Scott Free Productions, Millennium Films, Film Väst  ,, , ,Color,,,,,10
tt2967006,The Trip to Italy,Not Rated,108,Comedy,Drama,nan,25,April,2014,Michael Winterbottom, , ,Michael Winterbottom, , ,Steve Coogan, Rob Brydon, Rosie Fellner ,UK, , ,English, , ,nan,71712,USA,15,August,2014,nan, , , , ,British Broadcasting Corporation (BBC), Revolution Films  , ,, , ,Color,,,,,4
tt3532608,The Fluffy Movie: Unity Through Laughter,PG-13,101,Comedy,nan,nan,1,September,2015,Manny Rodriguez, Jay Lavender, ,Stars: Gabriel Iglesias, Jacqueline Obradors, Gina Brillon ,nan, , ,USA, , ,English, , ,nan,1311446,USA,25,July,2014,nan, , , , ,Gulfstream Pictures, Pupcake Productions  , ,, , ,,,,,,9
tt2326574,The Identical,PG,107,Drama,Music,nan,5,September,2014,Dustin Marcellino, , ,Howard Klausner, , ,Blake Rayne, Ray Liotta, Ashley Judd ,USA, , ,English, , ,12000000,1587137,USA,5,September,2014,2817092,USA,19,September,2014,City of Peace Films, Identical Production Company  , ,, , ,Color | Black and White,,,,,9
tt4009460,Saving Christmas,PG,80,Comedy,Family,nan,14,November,2014,Darren Doane, , ,Darren Doane, Cheston Hervey, ,Kirk Cameron, Darren Doane, Bridgette Cameron ,USA, , ,English, , ,nan,nan, , , , ,2778297,USA,19,December,2014,Camfam Studios, Liberty University, Provident Films  ,, , ,,,,,,11
tt2799166,The Pyramid,R,89,Action,Adventure,Horror,5,December,2014,Grégory Levasseur, , ,Daniel Meersand, Nick Simon, ,Ashley Hinshaw, James Buckley, Denis O'Hare ,USA, , ,English, , ,6500000,1369935,USA,5,December,2014,2753312,USA,23,January,2015,Twentieth Century Fox Film Corporation, Fox International Productions (FIP), Silvatar Media  ,Dolby Digital, , ,,,,,,12
tt2652092,The Good Lie,PG-13,110,Drama,nan,nan,14,November,2014,Philippe Falardeau, , ,Margaret Nagle, , ,Reese Witherspoon, Arnold Oceng, Ger Duany ,Kenya , India , USA,English, , ,20000000,841422,USA,3,October,2014,2716989,USA,2,January,2015,Alcon Entertainment, Black Label Media, Blue Sky Films  ,SDDS , Datasat , Dolby Digital,,,,,,11
tt2265171,The Raid 2,nan, ,nan,nan,nan,,,,Gareth Evans, , ,Gareth Evans, , ,Iko Uwais, Yayan Ruhian, Arifin Putra ,Indonesia , USA, ,Indonesian , Japanese , English,4500000,165292,USA,28,March,2014,2625803,USA,13,June,2014,Pt. Merantau Films, XYZ Films  , ,, , ,Color,,,,,nan
tt3541262,The Admiral,nan, ,nan,nan,nan,,,,Han-min Kim, , ,Cheol-Hong Jeon, Han-min Kim, ,Min-sik Choi, Seung-ryong Ryu, Jin-woong Jo ,South Korea, , ,Korean, , ,nan,152792,USA,5,September,2014,nan, , , , ,CJ Entertainment, Big Stone Pictures, CJ Entertainment  ,, , ,,,,,,nan
tt2372222,Kick,nan,146,Action,Comedy,Romance,25,July,2014,Sajid Nadiadwala, , ,Vakkantham Vamsi (story), Rajat Arora (screenplay) , ,Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui ,, , ,Hindi, , ,nan,nan, , , , ,2461031,USA,15,August,2014,Muranów, Nadiadwala Grandson Entertainment, TVP  ,, , ,,,,,,7
tt1216491,Kill the Messenger,R,112,Biography,Crime,Drama,9,October,2014,Michael Cuesta, , ,Peter Landesman, Gary Webb (book) , ,Jeremy Renner, Robert Patrick, Jena Sims ,USA, , ,English, , ,5000000,941809,USA,10,October,2014,2445646,USA,5,December,2014,Bluegrass Films, The Combine  , ,Dolby Digital , Datasat, ,,,,,,10
tt2905838,Bang Bang,nan,153,Action,Adventure,Comedy,2,October,2014,Siddharth Anand, , ,Sujoy Ghosh (screenplay), Suresh Nair (screenplay) , ,Hrithik Roshan, Katrina Kaif, Pavan Malhotra ,, , ,Hindi , Telugu , Tamil,nan,nan, , , , ,2546172,USA,17,October,2014,Milk & Honey Pictures, Bollywood Hollywood Production, Fox STAR Studios  ,, , ,,,,,,10
tt1596345,Pawn Sacrifice,PG-13,115,Biography,Drama,nan,25,September,2015,Edward Zwick, , ,Steven Knight (screenplay), Stephen J. Rivele (story) , ,Tobey Maguire, Liev Schreiber, Peter Sarsgaard ,USA, , ,English, , ,nan,202053,USA,18,September,2015,nan, , , , ,Gail Katz Productions, MICA Entertainment, Material Pictures  ,, , ,,,,,,9
tt2398231,The Homesman,R,122,Drama,Western,nan,18,May,2014,Tommy Lee Jones, , ,Tommy Lee Jones (screenplay), Kieran Fitzgerald (screenplay) , ,Tommy Lee Jones, Hilary Swank, Grace Gummer ,USA , France, ,English , Danish, ,16000000,139311,USA,21,November,2014,2428883,USA,20,February,2015,EuropaCorp, Ithaca, Javelina Film Company,Dolby Digital, , ,,,,,,5
tt3812366,Ode to My Father,nan, ,nan,nan,nan,,,,JK Youn, , ,Soo-jin Park, , ,Jeong-min Hwang, Yunjin Kim, Dal-su Oh ,South Korea, , ,Korean , English , German,nan,46320,USA,2,January,2015,nan, , , , ,JK FILMS  , , ,, , ,,,,,,nan
tt2372678,2 States,Not Rated,149,Comedy,Drama,Romance,18,April,2014,Abhishek Varman, , ,Chetan Bhagat (story), Abhishek Varman (screenplay) , ,Arjun Kapoor, Alia Bhatt, Amrita Singh ,India, , ,Hindi, , ,nan,1066054,USA,18,April,2014,nan, , , , ,Dharma Productions, Nadiadwala Grandson Entertainment  , ,, , ,,,,,,4
tt2048824,Old Fashioned,PG-13,115,Drama,Romance,nan,18,September,2014,Rik Swartzwelder, , ,Rik Swartzwelder, , ,Elizabeth Roberts, Rik Swartzwelder, LeJon Woods ,USA, , ,English, , ,nan,38965,USA,6,February,2015,nan, , , , ,Skoche Films, Motion Picture Pro Studios  , ,, , ,,,,,,9
tt2639344,Love Is Strange,R,94,Drama,nan,nan,12,November,2014,Ira Sachs, , ,Ira Sachs, Mauricio Zacharias, ,John Lithgow, Alfred Molina, Marisa Tomei ,USA , France , Brazil ,English , Russian, ,nan,117276,USA,22,August,2014,nan, , , , ,Parts and Labor, Faliro House Productions, Film50  ,, , ,,,,,,11
tt3442006,Cake,R,102,Drama,nan,nan,23,January,2015,Daniel Barnz, , ,Patrick Tobin (screenplay), , ,Jennifer Aniston, Adriana Barraza, Anna Kendrick ,USA, , ,English , Spanish, ,7000000,916179,USA,23,January,2015,1873547,USA,6,February,2015,Cinelou Films, Echo Films, We're Not Brothers Productions  ,Dolby Digital, , ,,,1.0,4.0,6.0,1
tt1441953,Testament of Youth,PG-13,129,Biography,Drama,History,16,January,2015,James Kent, , ,Vera Brittain (autobiography), Juliette Towhidi (screenplay), ,Alicia Vikander, Kit Harington, Taron Egerton ,, , ,English, , ,nan,nan, , , , ,1822030,USA,9,October,2015,BBC Films, BFI Film Fund, Heyday Films  ,, , ,,,,,,1
tt3099498,Tusk,R,102,Comedy,Drama,Horror,19,September,2014,Kevin Smith, , ,Kevin Smith, , ,Justin Long, Michael Parks, Haley Joel Osment ,USA, , ,English, , ,2800000,846831,USA,19,September,2014,1821983,USA,7,November,2014,Demarest Films, SModcast Pictures, XYZ Films  ,, , ,Color,,,,,9
tt2452254,Clouds of Sils Maria,R,124,Drama,nan,nan,10,April,2015,Olivier Assayas, , ,Olivier Assayas (screenplay), , ,Juliette Binoche, Kristen Stewart, Chloë Grace Moretz ,France , Germany , Switzerland,English , French , German ,nan,61810,USA,10,April,2015,nan, , , , ,CG Cinéma, Pallas Film, CAB Productions  ,, , ,Color | Black and White (archive footage),,,,,4
tt1445208,The Letters,PG,114,Drama,nan,nan,4,December,2015,William Riead, , ,William Riead, , ,Juliet Stevenson, Rutger Hauer, Max von Sydow ,USA, , ,English, , ,nan,700683,USA,4,December,2015,nan, , , , ,Big Screen Productions V  , , ,, , ,,,,,,12
tt1969062,Infinitely Polar Bear,R,90,Comedy,Drama,Romance,19,June,2015,Maya Forbes, , ,Maya Forbes, , ,Mark Ruffalo, Zoe Saldana, Imogene Wolodarsky ,, , ,English, , ,nan,47000,USA,19,June,2015,nan, , , , ,Paper Street Films, Bad Robot, KGB Media  ,, , ,Color,,1.0,2.0,8.0,6
tt1761005,Persecuted,PG-13,91,Action,Drama,Mystery,18,July,2014,Daniel Lusko, , ,Daniel Lusko, , ,James Remar, Dean Stockwell, Raoul Max Trujillo ,USA, , ,English, , ,nan,851391,USA,18,July,2014,nan, , , , ,Indieproduction, One Media, Vocal Yokels  ,, , ,,,,,,7
tt3630276,Force Majeure,nan, ,nan,nan,nan,,,,Ruben Östlund, , ,Ruben Östlund, , ,Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren ,Sweden , France , Norway ,Swedish , English , French ,nan,82543,USA,31,October,2014,nan, , , , ,Beofilm, Coproduction Office, Film Väst  ,, , ,,,1.0,31.0,33.0,nan
tt2737050,"Two Days, One Night",nan, ,nan,nan,nan,,,,Jean-Pierre Dardenne, Luc Dardenne, ,Jean-Pierre Dardenne, Luc Dardenne, ,Marion Cotillard, Fabrizio Rongione, Catherine Salée ,Belgium , France , Italy,French , Arabic , English,€7000000,31000,USA,2,January,2015,1333900,USA,27,February,2015,Les Films du Fleuve, Archipel 35, BIM Distribuzione  ,Dolby , Dolby Digital, ,,,1.0,37.0,73.0,nan
tt2891174,99 Homes,R,112,Drama,nan,nan,9,October,2015,Ramin Bahrani, , ,Ramin Bahrani (story), Ramin Bahrani , ,Andrew Garfield, Michael Shannon, Laura Dern ,USA, , ,English, , ,5000000,32253,USA,25,September,2015,1410915,USA,20,November,2015,Broad Green Pictures, Hyde Park Entertainment, Imagenation Abu Dhabi FZ  ,, , ,Color,,1.0,8.0,23.0,10
tt2614684,'71,R,99,Action,Drama,Thriller,10,October,2014,Yann Demange, , ,Gregory Burke (screenplay), , ,Jack O'Connell, Sam Reid, Sean Harris ,UK, , ,English, , ,nan,55761,USA,27,February,2015,nan, , , , ,Crab Apple Films, Protagonist Pictures, Warp Films  ,, , ,Color,,1.0,11.0,22.0,10
tt2714380,The Remaining,PG-13,88,Horror,Thriller,nan,24,September,2014,Casey La Scala, , ,Casey La Scala (screenplay), Chris Dowling (screenplay) , ,Johnny Pacar, Shaun Sipos, Bryan Dechart ,USA, , ,English, , ,nan,159143,USA,5,September,2014,nan, , , , ,Affirm Films, Cinematic, Triumph Films  ,, , ,,,,,,9
tt2261331,Black Sea,R,114,Adventure,Thriller,nan,23,January,2015,Kevin Macdonald, , ,Dennis Kelly, , ,Jude Law, Scoot McNairy, Ben Mendelsohn ,UK , USA , Russia,English , Russian, ,nan,37675,USA,23,January,2015,nan, , , , ,Focus Features, Film4, Cowboy Films  ,, , ,Color,,,,,1
tt2309764,Singham Returns,nan,142,Action,Drama,nan,15,August,2014,nan, , ,, , ,nan, , ,, , ,Hindi, , ,nan,nan, , , , ,nan, , , , ,Reliance MediaWorks, Devgan Films, Reliance Entertainment  ,, , ,,,,,,8
tt3086442,Goodnight Mommy,nan, ,nan,nan,nan,,,,Severin Fiala, Veronika Franz, ,Veronika Franz (screenplay), Severin Fiala (screenplay), ,Lukas Schwarz, Elias Schwarz, Susanne Wuest ,, , ,German, , ,nan,nan, , , , ,1168902,USA,13,November,2015,Ulrich Seidl Film Produktion GmbH  , , ,, , ,,,,,,nan
tt1626146,Hector and the Search for Happiness,R,114,Adventure,Comedy,Drama,14,August,2014,Peter Chelsom, , ,Maria von Heland (screenplay), Peter Chelsom (screenplay) , ,Simon Pegg, Rosamund Pike, Tracy Ann Oberman ,Germany , Canada , UK ,English , French , German,nan,40847,USA,19,September,2014,nan, , , , ,Egoli Tossell Film, Film Afrika Worldwide, Construction Film  ,, , ,Color,,,,,8
tt3200980,Where Hope Grows,PG-13,95,Drama,nan,nan,15,May,2015,Chris Dowling, , ,Chris Dowling, , ,Kristoffer Polaha, David DeSanctis, McKaley Miller ,USA, , ,English, , ,nan,56825,USA,29,May,2015,nan, , , , ,Godspeed Pictures, Stealth Tiger Entertainment, Attic Light Films  ,, , ,,,,,,5
tt2345737,The Rover,R,103,Crime,Drama,nan,20,June,2014,David Michôd, , ,Joel Edgerton (based on a story by), David Michôd (based on a story by) , ,Guy Pearce, Robert Pattinson, Scoot McNairy ,Australia , USA, ,English , Chinese, ,12250000,69302,USA,13,June,2014,1109199,USA,15,August,2014,Porchlight Films, Lava Bear Films, Blue-Tongue Films  ,Dolby Digital, , ,,,,,,6
tt3409392,Timbuktu,PG-13,97,Drama,nan,nan,10,December,2014,Abderrahmane Sissako, , ,Abderrahmane Sissako (screenplay), Kessen Tall (screenplay), ,Ibrahim Ahmed, Abel Jafri, Toulou Kiki ,France , Mauritania, ,French , Arabic , Bambara ,nan,78544,USA,6,February,2015,nan, , , , ,Les Films du Worso, Dune Vision, Arches Films  ,, , ,Color,,1.0,24.0,16.0,12
tt1777595,50 to 1,PG-13,110,Drama,nan,nan,21,March,2014,Jim Wilson, , ,Faith Conroy, Jim Wilson, ,Skeet Ulrich, Christian Kane, William Devane ,USA, , ,English , Portuguese, ,10000000,39638,USA,28,March,2014,1063723,USA,10,October,2014,Ten Furlongs  , , ,, , ,Color,,,,,3
tt2933544,5 Flights Up,PG-13,92,Drama,nan,nan,8,May,2015,Richard Loncraine, , ,Charlie Peters (screenplay), Jill Ciment (book), ,Diane Keaton, Morgan Freeman, Cynthia Nixon ,USA, , ,English, , ,6000000,238491,USA,8,May,2015,1013061,USA,19,June,2015,Lascaux Films, Latitude Productions, Revelations Entertainment  ,, , ,Color,,,,,5
tt3254796,Big Stone Gap,PG-13,143,Comedy,Romance,nan,9,October,2015,Adriana Trigiani, , ,Adriana Trigiani, , ,Ashley Judd, Patrick Wilson, Whoopi Goldberg ,USA, , ,English, , ,nan,nan, , , , ,998963,USA,11,December,2015,Altar Identity Studios  , , ,, , ,,,,,,10
tt2517044,The Song,PG-13,116,Drama,Music,Romance,26,September,2014,Richard Ramsey, , ,Richard Ramsey, Richard Ramsey, ,Alan Powell, Ali Faulkner, Caitlin Nicol-Thomas ,USA, , ,English, , ,nan,568596,USA,26,September,2014,nan, , , , ,City on a Hill Productions, Jorva Entertainment Productions  , ,, , ,Color,,,,,9
tt3062880,Gett: The Trial of Viviane Amsalem,nan, ,nan,nan,nan,,,,Ronit Elkabetz, Shlomi Elkabetz, ,Ronit Elkabetz, Shlomi Elkabetz, ,Ronit Elkabetz, Simon Abkarian, Gabi Amrani ,, , ,Hebrew , French , Arabic,nan,nan, , , , ,nan, , , , ,Arte France Cinéma, Canal+ France, DBG / deux beaux garçons  ,, , ,,,1.0,15.0,15.0,nan
tt2321549,The Babadook,Not Rated,93,Drama,Horror,Thriller,28,November,2014,Jennifer Kent, , ,Jennifer Kent, , ,Essie Davis, Noah Wiseman, Daniel Henshall ,Australia , Canada, ,English, , ,2000000,30007,USA,28,November,2014,924279,USA,6,February,2015,Screen Australia, Causeway Films, South Australian Film Corporation,Dolby Digital , DTS (5.1 surround), ,,,,,,11
tt3390572,Haider,nan,160,Action,Crime,Drama,2,October,2014,Vishal Bhardwaj, , ,"William Shakespeare (based on the play ""Hamlet"" by)", Basharat Peer (screenplay) , ,Shahid Kapoor, Tabu, Shraddha Kapoor ,India, , ,Hindi, , ,INR 370000000,508084,USA,3,October,2014,901610,USA,10,October,2014,UTV Motion Pictures, Vishal Bhardwaj Pictures  , ,, , ,Color,,,,,10
tt3450116,Más negro que la noche,R,110,Horror,nan,nan,26,September,2014,Henry Bedwell, , ,Henry Bedwell (adaptation), Carlos Enrique Taboada (original idea), ,Zuria Vega, Adriana Louvier, Eréndira Ibarra ,Mexico , Spain, ,Spanish, , ,MXN 37700000,539867,USA,26,September,2014,864220,USA,17,October,2014,Celeste Films, Filmadora Nacional, Neo Art  ,, , ,Color,,,,,9
tt1865505,Song of the Sea,PG,93,Animation,Family,Fantasy,10,December,2014,Tomm Moore, , ,Will Collins (as William Collins), Tomm Moore (story), ,David Rawle, Brendan Gleeson, Lisa Hannigan ,Ireland , Denmark , Belgium ,English , Irish , Scottish Gaelic,nan,21910,USA,19,December,2014,nan, , , , ,Big Farm, Cartoon Saloon, Digital Graphics  ,, , ,Color,,1.0,12.0,17.0,12
tt1188982,Jai Ho,nan,135,Action,Drama,nan,24,January,2014,Sohail Khan, , ,A.R. Murugadoss (story), Dilip Shukla (screenplay), ,Salman Khan, Tabu, Sunil Shetty ,India, , ,Hindi , Indian Sign Language, ,INR 750000000,840506,USA,24,January,2014,840506,USA,24,January,2014,Eros International, Pacific Ventures, Sohail Khan Production  ,, , ,Color,,,,,1
tt2800038,Atlas Shrugged: Who Is John Galt?,nan, ,nan,nan,nan,,,,James Manera (as J. James Manera), , ,James Manera (screenplay), Harmon Kaslow (screenplay) , ,Kristoffer Polaha, Laura Regan, Rob Morrow ,USA, , ,English, , ,5000000,461179,USA,12,September,2014,830210,USA,26,September,2014,Atlas 3 Productions  , , ,, , ,Color,,,,,nan
tt2339505,Kochadaiiyaan,nan,124,Animation,Action,Adventure,23,May,2014,nan, , ,, , ,nan, , ,India, , ,Tamil , Telugu , Hindi ,nan,89042,USA,30,May,2014,nan, , , , ,Media One Global Entertainment, Eros International, Cinemorphic  ,, , ,,,,,,5
tt3825638,Labyrinth of Lies,nan, ,nan,nan,nan,,,,nan, , ,, , ,nan, , ,Germany, , ,German, , ,nan,nan, , , , ,794123,USA,26,February,2016,Claussen Wöbke Putz Filmproduktion, Naked Eye Filmproduktion  , ,, , ,,,,,,nan
tt3890264,Breakup Buddies,nan, ,nan,nan,nan,,,,Hao Ning, , ,Runnian Dong (as Run Nian Dong), Xiaohang Sun , ,Bo Huang, Zheng Xu, Quan Yuan ,, , ,Mandarin, , ,nan,nan, , , , ,nan, , , , ,, , ,Dolby Digital, , ,,,,,,nan
tt3283556,Land Ho!,R,95,Adventure,Comedy,nan,19,January,2014,Aaron Katz, Martha Stephens, ,Aaron Katz, Martha Stephens, ,Earl Lynn Nelson, Paul Eenhoorn, Daníel Gylfason ,Iceland , USA, ,English, , ,nan,34319,USA,11,July,2014,nan, , , , ,Gamechanger Films, Max Cap Productions, Syncopated Films  ,, , ,,,,,,1
tt2707858,Yves Saint Laurent,R,106,Biography,Drama,nan,8,January,2014,Jalil Lespert, , ,Marie-Pierre Huster (scenario), Jalil Lespert (scenario) , ,Pierre Niney, Guillaume Gallienne, Charlotte Le Bon ,France , Belgium, ,French , English , Russian ,€12000000,24207,USA,27,June,2014,716679,USA,19,September,2014,Wy Productions, SND Films, Cinéfrance 1888  ,Dolby Digital, , ,,,,,,1
tt3554418,Khoobsurat,nan,130,Comedy,Romance,nan,19,September,2014,Shashanka Ghosh, , ,D.N. Mukherjee (original story), Indira Bisht (screenplay) , ,Sonam Kapoor, Fawad Khan, Ratna Pathak ,, , ,Hindi, , ,nan,nan, , , , ,nan, , , , ,Anil Kapoor Film Company, Walt Disney Pictures  , ,, , ,,,,,,9
tt2556308,Holiday,nan,170,Action,Drama,Mystery,6,June,2014,nan, , ,, , ,nan, , ,India, , ,Hindi, , ,nan,394715,USA,6,June,2014,nan, , , , ,Cape of Good Films, Hari Om Entertainment, Reliance Entertainment  ,, , ,,,,,,6
tt1717715,The Monkey King,nan, ,nan,nan,nan,,,,nan, , ,, , ,nan, , ,China , Hong Kong, ,Mandarin, , ,100000000,166391,USA,5,February,2016,704323,USA,18,March,2016,Global Star Productions, Mandarin Films Distribution, Filmko Pictures  ,Dolby Digital , Sonics-DDP , Dolby Atmos,,,,,,nan
tt2587914,A Matter of Faith,PG,89,Drama,nan,nan,17,October,2014,nan, , ,, , ,nan, , ,USA, , ,English, , ,nan,138677,USA,17,October,2014,nan, , , , ,Five & Two Pictures  , , ,, , ,,,,,,10
tt1605717,Frank,R,95,Comedy,Drama,Music,5,September,2014,Lenny Abrahamson, , ,Jon Ronson (screenplay), Peter Straughan (screenplay), ,Michael Fassbender, Domhnall Gleeson, Maggie Gyllenhaal ,UK , Ireland , USA,English , French , German,nan,16056,USA,15,August,2014,nan, , , , ,Element Pictures, Runaway Fridge Productions, Film4  ,, , ,Color,,,,,9
tt3263614,"Kumiko, the Treasure Hunter",nan,105,Drama,nan,nan,20,February,2015,David Zellner, , ,David Zellner, Nathan Zellner, ,Rinko Kikuchi, Nobuyuki Katsube, Shirley Venard ,USA, , ,English , Japanese, ,nan,34114,USA,20,March,2015,nan, , , , ,Lila 9th Productions, Ad Hominem Enterprises  , ,, , ,,,,,,2
tt2788716,Welcome to Me,R,87,Comedy,Drama,nan,1,May,2015,Shira Piven, , ,Eliot Laurence (screenplay), , ,Kristen Wiig, James Marsden, Linda Cardellini ,USA, , ,English, , ,nan,38000,USA,1,May,2015,nan, , , , ,Bron Studios, Gary Sanchez Productions  , ,, , ,,,,,,5
tt3001638,Mary Kom,nan,122,Biography,Drama,Sport,5,September,2014,nan, , ,, , ,nan, , ,India, , ,Hindi, , ,nan,nan, , , , ,590165,USA,12,September,2014,SLB Films Pvt. Ltd., Viacom18 Motion Pictures  , ,, , ,,,,,,9
tt3729920,The Disappearance of Eleanor Rigby: Them,R,123,Drama,nan,nan,12,September,2014,Ned Benson, , ,Ned Benson, , ,James McAvoy, Jessica Chastain, Viola Davis ,, , ,English, , ,nan,66941,USA,12,September,2014,nan, , , , ,Unison Films, Kim and Jim Productions, Division Films  ,, , ,Color,,,,,9
tt3302962,Shaadi Ke Side Effects,nan,145,Comedy,Romance,nan,28,February,2014,nan, , ,, , ,nan, , ,, , ,Hindi, , ,nan,nan, , , , ,nan, , , , ,Balaji Motion Pictures, Pritish Nandy Communications (PNC)  , ,, , ,,,,,,2
tt3110960,Jimmy's Hall,PG-13,109,Drama,nan,nan,30,May,2014,Ken Loach, , ,Paul Laverty (screenplay), Donal O'Kelly (play), ,Barry Ward, Francis Magee, Aileen Henry ,UK , Ireland , France,English, , ,nan,64254,USA,17,July,2015,nan, , , , ,Sixteen Films, Element Pictures, Why Not Productions  ,, , ,Color,,,,,5
