id,name,censor,duration,genre1,genre2,genre3,date,releasemonth,year,director 1,director 2,director 3,writers 1,writers 2,writers 3,stars 1,stars 2,stars 3,Country 1,Country 2,Country 3,Language 1,Language 2,Language 3,budget,opening weekend,country,date.1,month.1,year.1,gross,country.1,date.2,month.2,year.2,production company 1,production company 2,production company 3,sound 1,sound 2,sound 3,color,major wins,major nominations,minor wins,minor nominations,releasemonthnum
tt1843866,Captain America: The Winter Soldier,PG-13,136,Action,Adventure,Sci-Fi,4,April,2014,Anthony Russo, Joe Russo, ,Christopher Markus (screenplay), Stephen McFeely (screenplay) , ,Chris Evans, Samuel L. Jackson, Scarlett Johansson ,USA, , ,English, , ,170000000,95023721,USA,4,April,2014,259746958,USA,15,August,2014,Marvel Entertainment, Marvel Studios  , ,Datasat , Dolby Digital , Dolby Atmos,,,1.0,4.0,49.0,4
tt2179136,American Sniper,R,133,Action,Biography,Drama,16,January,2015,Clint Eastwood, , ,Jason Hall, Chris Kyle (book) , ,Bradley Cooper, Sienna Miller, Kyle Gallner ,USA, , ,English , Arabic, ,58800000,676909,USA,2,January,2015,350123553,USA,19,June,2015,Warner Bros., Village Roadshow Pictures, RatPac-Dune Entertainment  ,Dolby Atmos , Datasat , Auro 11.1 ,,1.0,,16.0,33.0,1
tt2015381,Guardians of the Galaxy,PG-13,121,Action,Adventure,Sci-Fi,1,August,2014,James Gunn, , ,James Gunn, Nicole Perlman , ,Chris Pratt, Vin Diesel, Bradley Cooper ,USA , UK, ,English, , ,170000000,94320883,USA,1,August,2014,333130696,USA,9,January,2015,Marvel Studios, Bulletproof Cupid, Marvel Enterprises  ,Datasat , Dolby Digital , Dolby Atmos,,,2.0,46.0,87.0,8
tt1490017,The Lego Movie,PG,100,Animation,Action,Adventure,7,February,2014,Phil Lord, Christopher Miller, ,Phil Lord (screenplay), Christopher Miller (screenplay) , ,Chris Pratt, Will Ferrell, Elizabeth Banks ,Australia , USA , Denmark,English, , ,60000000,69050279,USA,7,February,2014,257756197,USA,29,August,2014,Warner Bros., Village Roadshow Pictures, RatPac-Dune Entertainment  ,Dolby Digital , Datasat , SDDS,,,1.0,67.0,58.0,2
tt1951265,The Hunger Games: Mockingjay - Part 1,PG-13,123,Adventure,Sci-Fi,Thriller,21,November,2014,Francis Lawrence, , ,Peter Craig (screenplay), Danny Strong (screenplay) , ,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth ,USA, , ,English, , ,125000000,121897634,USA,21,November,2014,337103873,USA,13,March,2015,Color Force, Lionsgate  , ,Datasat , Dolby Atmos , Auro 11.1 ,,,1.0,10.0,21.0,11
tt2310332,The Hobbit: The Battle of the Five Armies,PG-13,144,Adventure,Fantasy,nan,17,December,2014,Peter Jackson, , ,Fran Walsh (screenplay), Philippa Boyens (screenplay) , ,Ian McKellen, Martin Freeman, Richard Armitage ,New Zealand , USA, ,English, , ,250000000,54724334,USA,19,December,2014,255108370,USA,27,March,2015,New Line Cinema, Metro-Goldwyn-Mayer (MGM), WingNut Films  ,Datasat , Dolby SR , Dolby Digital ,,,1.0,5.0,45.0,12
tt1587310,Maleficent,PG,97,Action,Adventure,Family,30,May,2014,Robert Stromberg, , ,Linda Woolverton (screenplay)," Charles Perrault (based on ""La Belle au bois dormant"" written by)", ,Angelina Jolie, Elle Fanning, Sharlto Copley ,USA , UK, ,English, , ,180000000,69431298,USA,30,May,2014,241407328,USA,28,November,2014,Roth Films, Walt Disney Pictures  , ,Datasat , Dolby Digital , Dolby Atmos ,,,1.0,9.0,36.0,5
tt2109248,Transformers: Age of Extinction,PG-13,165,Action,Adventure,Sci-Fi,27,June,2014,Michael Bay, , ,Ehren Kruger, , ,Mark Wahlberg, Nicola Peltz, Jack Reynor ,USA , China, ,English, , ,210000000,100038390,USA,27,June,2014,245428137,USA,3,October,2014,Paramount Pictures, Hasbro, Di Bonaventura Pictures  ,Datasat , Dolby Digital , Dolby Surround 7.1 ,,,,,,6
tt2245084,Big Hero 6,PG,102,Animation,Action,Adventure,7,November,2014,Don Hall, Chris Williams, ,Jordan Roberts (screenplay), Robert L. Baird (screenplay) , ,Ryan Potter, Scott Adsit, Jamie Chung ,USA, , ,English, , ,nan,56215889,USA,7,November,2014,nan, , , , ,Walt Disney Animation Studios, Walt Disney Pictures  , ,, , ,Color,1.0,,13.0,52.0,11
tt1877832,X-Men: Days of Future Past,PG-13,132,Action,Adventure,Sci-Fi,23,May,2014,Bryan Singer, , ,Simon Kinberg (screenplay), Jane Goldman (story) , ,Patrick Stewart, Ian McKellen, Hugh Jackman ,USA , UK , Canada,English , Vietnamese , French,200000000,111000000,USA,23,May,2014,233914986,USA,3,October,2014,Twentieth Century Fox Film Corporation, Marvel Entertainment, TSG Entertainment  ,Dolby , Dolby Atmos , Datasat,,,1.0,12.0,41.0,5
tt2103281,Dawn of the Planet of the Apes,PG-13,130,Action,Adventure,Drama,11,July,2014,Matt Reeves, , ,Mark Bomback, Rick Jaffa , ,Gary Oldman, Keri Russell, Andy Serkis ,USA, , ,English , American Sign Language, ,170000000,72611427,USA,11,July,2014,208543795,USA,28,November,2014,Chernin Entertainment, Ingenious Media, Soho VFX  ,Dolby , Dolby Atmos , Datasat,,,1.0,14.0,44.0,7
tt1872181,The Amazing Spider-Man 2,PG-13,142,Action,Adventure,Fantasy,2,May,2014,Marc Webb, , ,Alex Kurtzman (screenplay), Roberto Orci (screenplay) , ,Andrew Garfield, Emma Stone, Jamie Foxx ,USA, , ,English, , ,200000000,91608337,USA,2,May,2014,202853933,USA,15,August,2014,Marvel Enterprises, Avi Arad Productions, Columbia Pictures  ,SDDS , Datasat , Dolby Digital ,,,,,,5
tt0831387,Godzilla,PG-13,123,Action,Adventure,Sci-Fi,16,May,2014,Gareth Edwards, , ,Max Borenstein (screenplay), Dave Callaham (story) (as David Callaham), ,Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston ,USA , Japan, ,English , Japanese, ,160000000,93188384,USA,16,May,2014,200661309,USA,22,August,2014,Warner Bros., Legendary Pictures, Disruption Entertainment  ,Dolby Atmos , SDDS , Datasat ,,,,,,5
tt1291150,Teenage Mutant Ninja Turtles,PG-13,101,Action,Adventure,Comedy,8,August,2014,Jonathan Liebesman, , ,Josh Appelbaum, André Nemec , ,Megan Fox, Will Arnett, William Fichtner ,USA, , ,English , Japanese, ,125000000,65575105,USA,8,August,2014,190871240,USA,7,November,2014,Paramount Pictures, Nickelodeon Movies, Platinum Dunes  ,Datasat , Dolby Digital , Dolby Atmos,,,,,,8
tt2294449,22 Jump Street,R,112,Action,Comedy,Crime,13,June,2014,Phil Lord, Christopher Miller, ,Michael Bacall (screenplay), Oren Uziel (screenplay) , ,Channing Tatum, Jonah Hill, Ice Cube ,USA, , ,English, , ,50000000,57071445,USA,13,June,2014,191616238,USA,7,November,2014,Columbia Pictures, Metro-Goldwyn-Mayer (MGM), LStar Capital  ,SDDS , Datasat , Dolby Digital,,,,,,6
tt0816692,Interstellar,PG-13,169,Adventure,Drama,Sci-Fi,7,November,2014,Christopher Nolan, , ,Jonathan Nolan, Christopher Nolan, ,Matthew McConaughey, Anne Hathaway, Jessica Chastain ,USA , UK, ,English, , ,165000000,47510360,USA,7,November,2014,187991439,USA,13,March,2015,Paramount Pictures, Warner Bros., Legendary Pictures  ,Datasat , Dolby Digital , IMAX 6-Track,,1.0,,36.0,122.0,11
tt2267998,Gone Girl,R,149,Crime,Drama,Mystery,3,October,2014,David Fincher, , ,Gillian Flynn (screenplay), Gillian Flynn (novel), ,Ben Affleck, Rosamund Pike, Neil Patrick Harris ,USA, , ,English, , ,61000000,37513109,USA,3,October,2014,167735396,USA,6,February,2015,Twentieth Century Fox Film Corporation, Regency Enterprises, TSG Entertainment  ,Dolby Digital, , ,,,1.0,63.0,163.0,10
tt1646971,How to Train Your Dragon 2,PG,102,Animation,Action,Adventure,13,June,2014,Dean DeBlois, , ,Dean DeBlois," Cressida Cowell (""How to Train Your Dragon"" book series)", ,Jay Baruchel, Cate Blanchett, Gerard Butler ,USA, , ,English, , ,nan,49451322,USA,13,June,2014,nan, , , , ,DreamWorks Animation, Duncan Studio, Mad Hatter Entertainment  ,, , ,Color,,1.0,13.0,58.0,6
tt2004420,Neighbors,R,97,Comedy,nan,nan,9,May,2014,Nicholas Stoller, , ,Andrew Jay Cohen, Brendan O'Brien, ,Seth Rogen, Rose Byrne, Zac Efron ,USA, , ,English, , ,18000000,49033915,USA,9,May,2014,150056505,USA,15,August,2014,Good Universe, Point Grey Pictures  , ,SDDS , Datasat , Dolby Digital,,,,,,5
tt1408253,Ride Along,PG-13,99,Action,Comedy,Crime,17,January,2014,Tim Story, , ,Greg Coolidge (screenplay), Jason Mantzoukas (screenplay) , ,Ice Cube, Kevin Hart, Tika Sumpter ,USA, , ,English, , ,25000000,48626380,USA,17,January,2014,134141530,USA,11,April,2014,Cube Vision, LBI Entertainment, Rainforest Films  ,Dolby Digital , Datasat , SDDS,,,,,,1
tt2357291,Rio 2,G,101,Animation,Adventure,Comedy,11,April,2014,Carlos Saldanha, , ,Don Rhymer (screenplay), Carlos Kotkin (screenplay) , ,Jesse Eisenberg, Anne Hathaway, Jemaine Clement ,USA, , ,English , Portuguese, ,nan,39327869,USA,11,April,2014,nan, , , , ,Twentieth Century Fox Animation, Blue Sky Studios  , ,, , ,Color,,,,,4
tt1840309,Divergent,PG-13,139,Adventure,Mystery,Sci-Fi,21,March,2014,Neil Burger, , ,Evan Daugherty (screenplay), Vanessa Taylor (screenplay) , ,Shailene Woodley, Theo James, Kate Winslet ,USA, , ,English , Spanish, ,85000000,54607747,USA,21,March,2014,150832203,USA,4,July,2014,Summit Entertainment, Red Wagon Entertainment, Soho VFX  ,Dolby Digital , Datasat, ,,,,,,3
tt2802144,Kingsman: The Secret Service,R,129,Action,Adventure,Comedy,13,February,2015,Matthew Vaughn, , ,Jane Goldman (screenplay), Matthew Vaughn (screenplay) , ,Colin Firth, Taron Egerton, Samuel L. Jackson ,UK , USA, ,English , Arabic , Swedish,81000000,42000000,USA,13,February,2015,128248205,USA,26,June,2015,Twentieth Century Fox Film Corporation, Marv Films, Cloudy Productions  ,Dolby Atmos, , ,,,,,,2
tt2180411,Into the Woods,PG,125,Adventure,Fantasy,Musical,25,December,2014,Rob Marshall, , ,James Lapine (screenplay), James Lapine (musical), ,Anna Kendrick, Meryl Streep, Chris Pine ,USA , UK , Canada,English, , ,50000000,31021000,USA,26,December,2014,127997349,USA,10,April,2015,Lucamar Productions, Marc Platt Productions, Moving Picture Company (MPC)  ,Datasat , Dolby Digital, ,,,3.0,10.0,63.0,12
tt2872732,Lucy,R,89,Action,Sci-Fi,Thriller,25,July,2014,Luc Besson, , ,Luc Besson, , ,Scarlett Johansson, Morgan Freeman, Min-sik Choi ,France , USA, ,English , French , Spanish ,40000000,43899340,USA,25,July,2014,126546825,USA,31,October,2014,Canal+, Ciné+, EuropaCorp  ,SDDS , Datasat , Dolby Digital ,,,,,,7
tt2582846,The Fault in Our Stars,PG-13,126,Drama,Romance,nan,6,June,2014,Josh Boone, , ,Scott Neustadter (screenplay), Michael H. Weber (screenplay) , ,Shailene Woodley, Ansel Elgort, Nat Wolff ,USA, , ,English, , ,12000000,48002523,USA,6,June,2014,124868837,USA,3,October,2014,Fox 2000 Pictures, Temple Hill Entertainment, TSG Entertainment  ,Dolby , Dolby Digital , SDDS ,,,,,,6
tt1809398,Unbroken,PG-13,137,Biography,Drama,Sport,25,December,2014,Angelina Jolie, , ,Joel Coen (screenplay), Ethan Coen (screenplay) , ,Jack O'Connell, Miyavi, Domhnall Gleeson ,USA, , ,English , Japanese , Italian,65000000,31748000,USA,26,December,2014,115603980,USA,6,March,2015,3 Arts Entertainment, Jolie Pas, Legendary Pictures  ,Datasat , Dolby Digital , SDDS ,,,3.0,13.0,24.0,12
tt2692250,Night at the Museum: Secret of the Tomb,PG,98,Adventure,Comedy,Family,19,December,2014,Shawn Levy, , ,David Guion (screenplay), Michael Handelman (screenplay) , ,Ben Stiller, Robin Williams, Owen Wilson ,USA , UK, ,English, , ,127000000,17100520,USA,19,December,2014,113733726,USA,26,June,2015,Twentieth Century Fox Film Corporation, 21 Laps Entertainment, 1492 Pictures  ,Dolby , Dolby Digital , Dolby Atmos,,,,,,12
tt0864835,Mr. Peabody & Sherman,PG,92,Animation,Adventure,Comedy,7,March,2014,Rob Minkoff, , ,Jay Ward (based on the series produced by), Craig Wright (screenplay) , ,Ty Burrell, Max Charles, Stephen Colbert ,USA, , ,English, , ,nan,32207057,USA,7,March,2014,nan, , , , ,DreamWorks Animation, Pacific Data Images (PDI), Bullwinkle Studios  ,, , ,Color,,,,,3
tt1253863,300: Rise of an Empire,R,102,Action,Drama,Fantasy,7,March,2014,Noam Murro, , ,Zack Snyder (screenplay), Kurt Johnstad (screenplay) , ,Sullivan Stapleton, Eva Green, Lena Headey ,USA, , ,English, , ,110000000,45038460,USA,7,March,2014,106369117,USA,16,May,2014,Warner Bros., Legendary Pictures, Cruel & Unusual Films  ,SDDS , Datasat , Dolby Digital ,,,,,,3
tt1790864,The Maze Runner,PG-13,113,Action,Mystery,Sci-Fi,19,September,2014,Wes Ball, , ,Noah Oppenheim (screenplay), Grant Pierce Myers (screenplay) , ,Dylan O'Brien, Kaya Scodelario, Will Poulter ,USA , Canada , UK,English, , ,34000000,32512804,USA,19,September,2014,102413606,USA,23,January,2015,Twentieth Century Fox Film Corporation, Gotham Group, Temple Hill Entertainment  ,Dolby , Dolby Digital , Datasat ,,,,,,9
tt0455944,The Equalizer,R,132,Action,Crime,Thriller,26,September,2014,Antoine Fuqua, , ,Richard Wenk, Michael Sloan (television series) , ,Denzel Washington, Marton Csokas, Chloë Grace Moretz ,USA, , ,English , Russian , Spanish,55000000,34137828,USA,26,September,2014,101530738,USA,9,January,2015,Columbia Pictures, LStar Capital, Village Roadshow Pictures  ,SDDS , Datasat , Dolby Digital ,,,,,,9
tt1959490,Noah,PG-13,138,Action,Adventure,Drama,28,March,2014,Darren Aronofsky, , ,Darren Aronofsky, Ari Handel, ,Russell Crowe, Jennifer Connelly, Anthony Hopkins ,USA, , ,English, , ,125000000,43720472,USA,28,March,2014,101160529,USA,13,June,2014,Paramount Pictures, Regency Enterprises, Protozoa Pictures  ,Datasat , Dolby Digital , Dolby Atmos ,,,1.0,16.0,,3
tt1631867,Edge of Tomorrow,PG-13,113,Action,Adventure,Sci-Fi,6,June,2014,Doug Liman, , ,Christopher McQuarrie (screenplay), Jez Butterworth (screenplay) , ,Tom Cruise, Emily Blunt, Bill Paxton ,USA , Canada, ,English, , ,178000000,28760246,USA,6,June,2014,100189501,USA,5,September,2014,Warner Bros., Village Roadshow Pictures, RatPac-Dune Entertainment  ,SDDS , Datasat , Dolby Digital ,,,,,,6
tt1929263,Heaven Is for Real,PG,99,Drama,nan,nan,16,April,2014,Randall Wallace, , ,Randall Wallace (screenplay), Chris Parker (screenplay) (as Christopher Parker) , ,Greg Kinnear, Kelly Reilly, Thomas Haden Church ,USA, , ,English, , ,12000000,22522221,USA,18,April,2014,91443253,USA,8,August,2014,TriStar Pictures, Roth Films, Screen Gems  ,SDDS , Datasat , Dolby Digital,,,,,,4
tt2024469,Non-Stop,PG-13,106,Action,Mystery,Thriller,28,February,2014,Jaume Collet-Serra, , ,John W. Richardson (screenplay), Christopher Roach (screenplay) (as Chris Roach) , ,Liam Neeson, Julianne Moore, Scoot McNairy ,UK , France , USA ,English , German, ,50000000,28875635,USA,28,February,2014,91439400,USA,16,May,2014,StudioCanal, Anton Capital Entertainment (ACE), Silver Pictures  ,SDDS , Datasat , Dolby Digital,,,,,,2
tt2084970,The Imitation Game,PG-13,114,Biography,Drama,Thriller,25,December,2014,Morten Tyldum, , ,Graham Moore, Andrew Hodges (book), ,Benedict Cumberbatch, Keira Knightley, Matthew Goode ,UK , USA, ,English , German, ,14000000,479352,USA,28,November,2014,91121452,USA,8,May,2015,Black Bear Pictures, Bristol Automotive  , ,Dolby Digital, , ,,1.0,,43.0,143.0,12
tt2446042,Taken 3,PG-13,109,Action,Thriller,nan,9,January,2015,Olivier Megaton (as Olivier Mégaton), , ,Luc Besson, Robert Mark Kamen , ,Liam Neeson, Forest Whitaker, Maggie Grace ,France, , ,English , Russian, ,48000000,39201657,USA,9,January,2015,89253340,USA,8,May,2015,EuropaCorp, M6 Films, Canal+  ,Dolby Surround 7.1 , Dolby Digital , Dolby Atmos,,,,,,1
tt2096672,Dumb and Dumber To,PG-13,109,Comedy,nan,nan,14,November,2014,Bobby Farrelly, Peter Farrelly, ,Sean Anders, John Morris , ,Jim Carrey, Jeff Daniels, Rob Riggle ,USA, , ,English , Cantonese, ,35000000,38053000,USA,14,November,2014,86208010,USA,13,February,2015,Universal Pictures, Red Granite Pictures, New Line Cinema  ,SDDS , Datasat , Dolby Digital,,,,,,11
tt1823664,Annie,PG,118,Comedy,Drama,Family,19,December,2014,Will Gluck, , ,Will Gluck (screenplay), Aline Brosh McKenna (screenplay) , ,Quvenzhané Wallis, Cameron Diaz, Jamie Foxx ,USA, , ,English, , ,65000000,15861939,USA,19,December,2014,85911262,USA,13,March,2015,Marcy Media, Olive Bridge Entertainment, Overbrook Entertainment  ,SDDS , Datasat , Dolby Digital,,,2.0,2.0,10.0,12
tt2713180,Fury,R,134,Action,Drama,War,17,October,2014,David Ayer, , ,David Ayer, , ,Brad Pitt, Shia LaBeouf, Logan Lerman ,USA , China , UK,English , German, ,68000000,23702421,USA,17,October,2014,85707116,USA,9,January,2015,Columbia Pictures, QED International, LStar Capital  ,SDDS , Datasat , Dolby Digital,,,,,,10
tt2103254,Tammy,R,97,Comedy,nan,nan,2,July,2014,Ben Falcone, , ,Melissa McCarthy, Ben Falcone, ,Melissa McCarthy, Susan Sarandon, Kathy Bates ,USA, , ,English, , ,20000000,21577049,USA,4,July,2014,84518155,USA,10,October,2014,Gary Sanchez Productions, New Line Cinema  , ,SDDS , Datasat , Dolby Digital,,,,,,7
tt2203939,The Other Woman,PG-13,109,Comedy,Romance,nan,25,April,2014,Nick Cassavetes, , ,Melissa Stack (as Melissa K. Stack), , ,Cameron Diaz, Leslie Mann, Kate Upton ,USA, , ,English, , ,40000000,24763752,USA,25,April,2014,83906114,USA,8,August,2014,Twentieth Century Fox Film Corporation, LBI Productions  , ,Dolby Digital , SDDS , Datasat,,,,,,4
tt3322940,Annabelle,R,99,Horror,Mystery,nan,3,October,2014,John R. Leonetti, , ,Gary Dauberman, , ,Ward Horton, Annabelle Wallis, Alfre Woodard ,USA, , ,English, , ,6500000,37134255,USA,3,October,2014,84263837,USA,12,December,2014,New Line Cinema, Evergreen Media Group, RatPac-Dune Entertainment  ,Dolby Digital , Datasat , SDDS,,,,,,10
tt1924435,Let's Be Cops,R,104,Comedy,nan,nan,13,August,2014,Luke Greenfield, , ,Luke Greenfield, Nicholas Thomas, ,Jake Johnson, Damon Wayans Jr., Rob Riggle ,USA, , ,English, , ,17000000,17813722,USA,15,August,2014,82389560,USA,5,December,2014,Genre Films, Twentieth Century Fox Film Corporation, WideAwake  ,Dolby , Dolby Digital , Datasat,,,,,,8
tt2177771,The Monuments Men,PG-13,118,Drama,War,nan,7,February,2014,George Clooney, , ,George Clooney (screenplay), Grant Heslov (screenplay) , ,George Clooney, Matt Damon, Bill Murray ,USA , Germany, ,English , German , Russian ,70000000,22003433,USA,7,February,2014,78031620,USA,16,May,2014,Columbia Pictures, Fox 2000 Pictures, Smokehouse Pictures  ,Dolby Digital , Datasat , SDDS,,,,,,2
tt1911658,Penguins of Madagascar,PG,92,Animation,Adventure,Comedy,26,November,2014,Eric Darnell, Simon J. Smith, ,Michael Colton (screenplay), John Aboud (screenplay) , ,Tom McGrath, Chris Miller, Christopher Knights ,USA, , ,English, , ,nan,25447444,USA,28,November,2014,nan, , , , ,DreamWorks Animation, Pacific Data Images (PDI)  , ,, , ,Color,,,,,11
tt1109624,Paddington,PG,95,Comedy,Family,Fantasy,16,January,2015,Paul King, , ,Paul King, Hamish McColl (screen story) , ,Hugh Bonneville, Sally Hawkins, Julie Walters ,UK , France, ,English, , ,55000000,25205000,USA,16,January,2015,76137505,USA,5,June,2015,StudioCanal, Anton Capital Entertainment (ACE), TF1 Films Production  ,Dolby Digital, , ,,,1.0,1.0,4.0,1
tt1267297,Hercules,PG-13,98,Action,Adventure,nan,25,July,2014,Brett Ratner, , ,Ryan Condal (screenplay) (as Ryan J. Condal), Evan Spiliotopoulos (screenplay) , ,Dwayne Johnson, John Hurt, Ian McShane ,USA, , ,English, , ,100000000,29800263,USA,25,July,2014,72660029,USA,10,October,2014,Paramount Pictures, Metro-Goldwyn-Mayer (MGM), Flynn Picture Company  ,SDDS , Datasat , Dolby Digital ,,,,,,7
tt2975578,The Purge: Anarchy,R,103,Action,Horror,Thriller,18,July,2014,James DeMonaco, , ,James DeMonaco, James DeMonaco (characters), ,Frank Grillo, Carmen Ejogo, Zach Gilford ,USA , France, ,English, , ,9000000,29816675,USA,18,July,2014,71519230,USA,12,September,2014,Universal Pictures, Platinum Dunes, Blumhouse Productions  ,SDDS , Datasat , Dolby Digital EX,,,,,,7
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,81,Comedy,Family,nan,10,October,2014,Miguel Arteta, , ,Rob Lieber (screenplay), Rob Lieber (screen story) , ,Steve Carell, Jennifer Garner, Ed Oxenbould ,USA, , ,English, , ,28000000,18360230,USA,10,October,2014,66950483,USA,20,February,2015,Walt Disney Pictures, 21 Laps Entertainment, Jim Henson Company,Datasat , Dolby Digital, ,,,,,,10
tt1821658,The Nut Job,PG,85,Animation,Adventure,Comedy,17,January,2014,Peter Lepeniotis, , ,Lorne Cameron (screenplay), Peter Lepeniotis , ,Will Arnett, Brendan Fraser, Liam Neeson ,Canada , South Korea , USA,English , Dutch, ,nan,25700000,USA,17,January,2014,nan, , , , ,Gulfstream Pictures, Red Rover International, ToonBox Entertainment  ,, , ,Color,,,,,1
tt2239832,Think Like a Man Too,PG-13,106,Comedy,Romance,nan,20,June,2014,Tim Story, , ,Keith Merryman (screenplay), David A. Newman (screenplay) , ,Kevin Hart, Gabrielle Union, Wendi McLendon-Covey ,, , ,English, , ,nan,29241911,USA,20,June,2014,nan, , , , ,Screen Gems, Silver State Production Services, Will Packer Productions  ,, , ,Color (ACES),,,,,6
tt1528100,Exodus: Gods and Kings,PG-13,150,Action,Adventure,Drama,12,December,2014,Ridley Scott, , ,Adam Cooper, Bill Collage , ,Christian Bale, Joel Edgerton, Ben Kingsley ,UK , USA , Spain,English , Spanish, ,140000000,24115934,USA,12,December,2014,65007045,USA,20,February,2015,Chernin Entertainment, Scott Free Productions, Babieka  ,Dolby , Dolby Atmos, ,,,,,,12
tt2528814,God's Not Dead,PG,113,Drama,nan,nan,21,March,2014,Harold Cronk, , ,Hunter Dennis (story), Chuck Konzelman (story) , ,Shane Harper, Kevin Sorbo, David A.R. White ,USA, , ,English, , ,2000000,9244641,USA,21,March,2014,60753735,USA,1,August,2014,Pure Flix Productions, Greg Jenkins Productions, Pure Flix Entertainment  ,, , ,Color,,,,,3
tt3210686,Son of God,PG-13,138,Biography,Drama,History,28,February,2014,Christopher Spencer, , ,Richard Bedser, Christopher Spencer , ,Diogo Morgado, Amber Rose Revah, Sebastian Knapp ,USA, , ,English , Hebrew, ,22000000,25601865,USA,28,February,2014,59696176,USA,30,May,2014,Hearst Entertainment Productions, LightWorkers Media  , ,Dolby Digital, , ,,,,,,2
tt2980706,Planes: Fire & Rescue,PG,83,Animation,Adventure,Comedy,18,July,2014,Roberts Gannaway, , ,Roberts Gannaway (story) (as Bobs Gannaway), Jeffrey M. Howard (story), ,Dane Cook, Ed Harris, Julie Bowen ,USA, , ,English, , ,nan,17509407,USA,18,July,2014,nan, , , , ,Prana Animation Studios, DisneyToon Studios, Prana Studios  ,, , ,Color,,,,,7
tt2278388,The Grand Budapest Hotel,R,99,Adventure,Comedy,Drama,28,March,2014,Wes Anderson, , ,Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay) , ,Ralph Fiennes, F. Murray Abraham, Mathieu Amalric ,USA , Germany , UK,English , French, ,€23000000,811166,USA,7,March,2014,59073773,USA,22,August,2014,Fox Searchlight Pictures, Indian Paintbrush, Studio Babelsberg  ,SDDS , Datasat , Dolby Digital,,4.0,,117.0,208.0,3
tt0829150,Dracula Untold,PG-13,92,Action,Drama,Fantasy,10,October,2014,Gary Shore, , ,Matt Sazama (screenplay), Burk Sharpless (screenplay) , ,Luke Evans, Dominic Cooper, Sarah Gadon ,USA , Japan, ,English , Turkish, ,70000000,23514615,USA,10,October,2014,55942830,USA,21,November,2014,Universal Pictures, Legendary Pictures, Michael De Luca Productions  ,Datasat , Dolby Digital EX, ,,,,,,10
tt1234721,RoboCop,PG-13,117,Action,Sci-Fi,Thriller,12,February,2014,José Padilha, , ,Joshua Zetumer, Edward Neumeier , ,Joel Kinnaman, Gary Oldman, Michael Keaton ,USA, , ,English , Persian, ,100000000,25061581,USA,14,February,2014,58607007,USA,16,May,2014,Metro-Goldwyn-Mayer (MGM), Columbia Pictures, Strike Entertainment  ,SDDS , Datasat , Dolby Digital,,,,,,2
tt2170439,Horrible Bosses 2,R,108,Comedy,Crime,nan,26,November,2014,Sean Anders, , ,Sean Anders (screenplay), John Morris (screenplay) , ,Jason Bateman, Jason Sudeikis, Charlie Day ,USA, , ,English, , ,42000000,15457418,USA,28,November,2014,54414716,USA,6,February,2015,BenderSpink, New Line Cinema, RatPac Entertainment  ,Datasat , Dolby Digital, ,,,,,,11
tt2011159,No Good Deed,PG-13,84,Crime,Thriller,nan,12,September,2014,Sam Miller, , ,Aimee Lagos, , ,Taraji P. Henson, Idris Elba, Leslie Bibb ,USA, , ,English, , ,13200000,24250283,USA,12,September,2014,52543632,USA,31,October,2014,Screen Gems, Will Packer Productions  , ,SDDS , Datasat , Dolby Digital,,,,,,9
tt1020072,Selma,PG-13,128,Biography,Drama,History,9,January,2015,Ava DuVernay, , ,Paul Webb, , ,David Oyelowo, Carmen Ejogo, Tim Roth ,UK , USA, ,English, , ,20000000,633173,USA,2,January,2015,52066000,USA,10,April,2015,Cloud Eight Films, Celador Films, Harpo Films  ,Dolby Digital , SDDS , Datasat,,1.0,,55.0,83.0,1
tt2980648,The Hundred-Foot Journey,PG,122,Comedy,Drama,nan,8,August,2014,Lasse Hallström, , ,Steven Knight (screenplay), Richard C. Morais (novel), ,Helen Mirren, Om Puri, Manish Dayal ,India , United Arab Emirates , USA,English , French , Hindi,22000000,10979290,USA,8,August,2014,54235441,USA,28,November,2014,Amblin Entertainment, DreamWorks Studios, Harpo Films  ,Datasat , Dolby Digital , SDDS,,,1.0,2.0,1.0,8
tt2281587,Muppets Most Wanted,PG,107,Adventure,Comedy,Crime,21,March,2014,James Bobin, , ,James Bobin, Nicholas Stoller , ,Ricky Gervais, Ty Burrell, Tina Fey ,USA, , ,English , German, ,50000000,17005126,USA,21,March,2014,51178893,USA,11,July,2014,Walt Disney Pictures, Mandeville Films, Babieka  ,Datasat , Dolby Digital, ,,,,,,3
tt1204977,Ouija,PG-13,89,Fantasy,Horror,nan,24,October,2014,Stiles White, , ,Juliet Snowden, Stiles White, ,Olivia Cooke, Ana Coto, Daren Kagasoff ,USA, , ,English, , ,5000000,20006000,USA,24,October,2014,50820940,USA,12,December,2014,Universal Pictures, Platinum Dunes, Blumhouse Productions  ,SDDS , Dolby Digital , Datasat,,,,,,10
